Close,High,Low,Open,Volume
RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
189.9998016357422,190.87715534273178,189.0903506676063,189.65743085018167,2963643
189.49693298339844,191.74381271840838,189.22945580333513,190.04260071522322,7331366
187.42127990722656,190.64180561024958,187.04679751673595,189.3792702851232,10103941
178.91522216796875,186.8113764752529,178.0378685150495,186.1694170073948,18627980
182.809814453125,183.77276085280215,179.10783035701846,179.1292285310337,20720312
180.18846130371094,184.65010901239097,179.7818817251331,184.05093158896315,19872227
184.09373474121094,184.45751798649138,180.8197283871731,181.54728059323858,13392787
181.95387268066406,184.24354889589054,180.0921885470929,184.13655801772492,10100113
180.42385864257812,182.94891476700133,179.85679270891694,182.53163606142144,9948711
178.6691436767578,181.24769492622863,177.86668362633776,180.3917394437132,11380041
184.9390106201172,186.40482855783029,179.74980999523677,179.74980999523677,16927085
186.1052703857422,187.23940240389092,182.32837764229646,184.02957566951957,19136963
188.23443603515625,189.59324885147356,183.7620884559331,186.21225115902527,13339962
193.24172973632812,193.77669838636558,188.06321434843136,188.63029454489703,13361320
194.03347778320312,195.0285214787759,190.8878603857459,193.6590097248124,17084297
189.11178588867188,194.12980116349135,188.20233481106973,193.69112425719513,23721627
189.78582763671875,192.11828584647952,187.66735117666227,190.44918534529805,18080494
190.24591064453125,191.88291395176273,188.41630947001002,191.06975469986517,17939876
194.05487060546875,194.6861453126213,189.6146209037031,189.6146209037031,19298126
198.8803253173828,199.97166089874776,194.0655927119526,194.10838906537893,36117653
195.85238647460938,199.2761945456081,194.51495765255618,199.00870306739893,21746801
194.31166076660156,196.8474157999274,193.80878939472262,196.0235575345849,19302710
200.63502502441406,201.33048002463076,195.41371298308377,195.41371298308377,17092333
198.751953125,201.96176561136923,198.13139166315503,200.9560226515004,14072894
197.6605987548828,201.12718905570785,196.35526713457438,200.2926458875079,12365643
194.70755004882812,199.00869747891824,193.23103312750717,197.74617659105456,9045844
191.88291931152344,196.4408594587449,190.87717644873985,192.8458658213798,8839692
188.73728942871094,193.55200738136162,184.30773862743516,192.1610974324046,13651008
192.7388458251953,193.60550041005428,188.9512548872894,189.59321436872443,9781008
194.5470428466797,195.5741837758089,189.86071414308964,194.30096384372987,8709626
196.33384704589844,197.04000107625566,194.52564419502826,195.58488238281177,7393680
193.188232421875,197.76757030685985,192.58905496930115,196.59062786062142,12266698
192.942138671875,194.30096559739172,191.3907281770942,192.58905451039527,9835036
193.02772521972656,194.21536671250524,189.92490432901656,194.07626429908387,9550637
186.83279418945312,191.73311911328037,186.44761275465314,191.57261851615772,18717199
182.199951171875,187.61384629636035,181.26910203852032,186.15872761812142,14104463
180.06007385253906,183.34479374629717,179.10784076900913,182.79912599269178,19946218
180.42385864257812,183.28060077082046,179.97448267383797,181.6328984084374,15274116
180.1777801513672,181.88967704507175,179.02223582073267,181.05511963147399,21459750
183.07730102539062,184.24354442256953,180.73414371246815,181.36540416281517,18659378
184.9390106201172,187.34637688895236,183.07731213428505,185.95545256868127,14579511
192.76026916503906,193.9692946794488,185.61307838971265,185.95544920611377,20636925
189.9891357421875,194.6540813554282,188.3200350174809,193.8730192954161,14476047
189.36854553222656,192.3215793319759,187.9134268069372,190.98415056690584,10716702
186.09454345703125,190.8236833587265,184.91761516803783,189.40066175287248,14065391
183.84767150878906,187.4105678041594,183.0452113398197,185.94474989471314,15234060
183.1628875732422,186.08380957281463,182.40322387247994,184.23282477853152,11635873
184.8427276611328,185.61309061777965,183.0880199734915,183.60160480092114,11782380
181.9110870361328,186.0838458061595,181.2477292679663,185.95545674480417,12936157
180.19918823242188,182.73494359136333,179.8140067677036,182.21067397823188,13839990
183.35546875,184.00812729417396,179.96375842545055,182.00734103226077,19070082
185.88052368164062,186.65088645529542,182.8953929315932,183.3875651801798,9269885
183.2056884765625,187.60312735711426,182.76701164027128,187.3570483646431,13934612
182.7670135498047,184.27562763376545,181.59007115481376,183.58015842661288,10405717
180.1670684814453,184.88549441073982,179.34321021313397,183.28058850662916,13251683
181.45101928710938,182.80984642823537,180.19919731927118,180.19919731927118,9238431
180.79833984375,181.78268447671076,179.9637824379149,181.67569360019246,10264941
177.4601287841797,181.72919342066984,176.34739507256452,179.98518495338175,20621346
173.69395446777344,178.67987241131732,171.50056996544376,178.44447818654436,23326922
173.49066162109375,174.97787776886372,170.43063661796947,174.74249782300674,17330588
176.7539520263672,178.23046882202829,175.04204104238607,175.04204104238607,20235395
178.90455627441406,179.5358167730029,173.99353186557678,176.51858814442926,14588531
176.46505737304688,179.32179910406478,175.76960248344625,178.89382137027428,12334096
178.21978759765625,178.91524257679168,176.7646688292302,176.7646688292302,21275454
185.29208374023438,186.0624323295186,178.23048596339783,178.35887501419583,24821205
191.54054260253906,192.37510009020858,183.7727899381834,185.20651067760386,27276420
193.5198974609375,194.47214475854375,190.25659026826017,191.50841199734114,25323219
197.40377807617188,197.88525126306965,192.32156903919247,194.04416485460746,20177342
197.64990234375,201.06299724954155,194.12980226948608,197.08282208968714,22231264
198.65562438964844,200.72060537180948,196.65483793114063,197.83176610044086,20177302
198.33465576171875,202.06873755641382,197.4252046905088,200.08934909007345,23958678
189.51834106445312,200.6029102446017,187.98832866102612,200.57081298131627,37628162
187.54962158203125,191.6261019234155,186.69368041440066,190.48125686373822,17707007
188.25582885742188,189.75374406692976,185.5274756448377,188.7159039369812,14761313
187.67807006835938,190.3208163785559,185.96615875209633,189.13318897338397,13337818
188.0738983154297,189.26153976493833,185.88052845506303,187.66733303030404,12709854
187.30355834960938,189.91420698512152,186.47970008634118,188.3200001777737,11042925
185.14227294921875,188.7372659054619,183.7192516305092,187.17515646609112,14687371
181.88967895507812,186.28713262752606,181.33331210166938,184.4575314648479,16387960
184.5324249267578,185.29208873344288,181.45100191759124,181.88967880413526,34802149
190.65248107910156,191.2837415212092,184.13655114361163,185.3562756781583,15078502
190.9092559814453,192.97423695637238,189.4006418273927,191.24094197032065,17846755
188.36280822753906,191.8936071281178,186.59740163500163,190.449187448177,22438208
186.32992553710938,187.977627891172,184.0295502664244,187.23937655771732,16735535
192.78369140625,193.6612652260249,186.58653415905832,188.73170175009093,17104443
194.13796997070312,194.89635656004143,191.41857742185712,193.4662400168806,14214007
188.2333221435547,193.91043813383442,187.4641016894681,193.91043813383442,16650201
191.78695678710938,192.55619177945695,185.74147358837973,189.24092073376286,16701434
190.2918243408203,192.02530419974357,188.58002672137943,191.98195418524813,12329713
189.3708953857422,192.1877926328846,188.53667166955964,191.09354117897246,8331715
193.1845703125,193.71544529562414,188.99173988818586,189.57678431198897,9847540
194.05128479003906,196.04477780292075,192.1119612107174,193.11954160387026,14513036
196.93319702148438,197.39906867617864,194.51716764285504,195.10222653161168,8708891
194.31130981445312,198.3524655180063,193.7370993195459,197.45322393762726,10759523
195.84976196289062,196.22896247890162,194.36547602487633,194.36547602487633,8349048
193.82376098632812,196.74899721981475,193.35788938775943,195.0155174676145,6617337
191.67860412597656,194.14880278423198,191.2669019388558,193.9321105709988,9510249
191.8302764892578,193.04371526270762,190.72519105349517,191.98195091176316,8078236
189.7717742919922,193.76959430839705,188.94836995153776,191.9494434355898,26538868
190.0317840576172,192.0794463634778,189.18671202316233,190.6601639082406,29277517
195.50306701660156,196.07729197792483,190.24848698121735,190.6818569418261,19594976
194.7229766845703,199.08914821729235,193.16285379328852,196.26143180504818,20178960
194.22462463378906,197.27986743651704,192.52366104712465,194.7988350870647,15546279
197.7674102783203,198.52579681682707,193.40122372899853,195.9255916692109,15931395
196.69480895996094,198.68830180551305,195.9797435680533,197.1606805139411,13066337
191.86276245117188,197.18235980003936,191.353555324246,196.4889621392459,10846953
191.4835968017578,192.98953610544442,190.10764968465915,191.45108067452406,9153355
196.27232360839844,197.1607314024522,191.76529577100675,191.98197354298534,13509379
190.06431579589844,197.0740436292606,189.30591472916151,196.31564256252366,14676438
192.81619262695312,193.43373867985483,190.30265840081162,190.4651811780263,21543824
195.39474487304688,196.09897654351116,192.84870879287914,193.91045877827077,12858570
195.87144470214844,196.09897081492593,193.5421009211202,194.7988608597588,13929305
201.7760772705078,204.1921065007052,193.71543355450996,196.10979500974904,26232634
212.12274169921875,212.78362333916223,202.05777034400052,202.06860423212302,49366799
215.95802307128906,218.07068881234696,212.8919463822164,212.8919463822164,45710935
214.88543701171875,218.569059659903,213.75866942631936,216.02302401911172,19394187
215.60049438476562,217.26895634278375,214.73375451317278,215.09128724148678,16007498
214.71209716796875,218.0815373724735,213.7911878177322,215.60050485627713,18603004
217.66986083984375,218.63410585294176,213.43369468694075,213.86706469485262,27175118
216.83560180664062,219.73915579940316,215.68716640926314,216.6622451528934,20966796
214.70126342773438,215.35132559568137,210.61677219354266,214.06204961157323,20168946
216.7056121826172,217.30149050929919,214.08373886653413,214.49544109035074,23184864
217.90817260742188,218.94825461034355,216.90059226306226,216.90059226306226,14824266
219.03497314453125,220.9634631614776,218.222402575535,218.63410480430014,15931202
218.24403381347656,219.67415025395047,217.34479228676173,218.79657650067608,13831096
220.05335998535156,220.7792448905271,215.64383772501822,215.83886215863217,12237733
217.38815307617188,220.28087329623258,216.68392147550537,219.06744899447003,11294999
215.9471893310547,218.5690622076381,214.8746056299282,215.7846665677699,15190654
213.95370483398438,216.90060888964751,213.03279550853105,215.81717679445802,16245867
217.07395935058594,217.55066486199772,214.5712590317913,214.75543511811003,16110573
218.2007293701172,219.39250047262777,215.6330255290691,217.07397606166415,9860248
216.20724487304688,219.17581716519967,215.6438681958861,218.61244048803889,9942927
219.09994506835938,219.8041621865967,216.58641096641105,216.6297465143353,13532911
221.81932067871094,222.70772833070598,219.09994275286152,219.2841188295931,14854295
221.38597106933594,223.4336337330258,220.58424890312014,222.1552060364372,10195142
222.04685974121094,223.17361297010467,220.56257376036214,222.7077413431539,6348354
218.37403869628906,222.84856405593627,217.27978721741857,222.75105907623913,7923338
227.60479736328125,228.37401782070467,217.68066737606725,217.76733847386492,17309440
226.4997100830078,231.38592336156816,225.61130240891728,228.27651096672008,18642915
222.11187744140625,227.44229508087443,221.25597134460705,227.08477677024987,13099664
217.84315490722656,223.16275213635112,217.06310063697762,222.07933458827517,20118553
218.90493774414062,220.30253811049852,216.70558633810427,218.4824016823122,13382878
215.8171844482422,219.43581855628037,214.97212676641306,218.74242083361082,14790821
216.71641540527344,218.4173935018678,215.0154517731475,216.7055815184026,11701228
217.0847930908203,218.39573686243116,214.51708944918366,216.68392479169393,16634259
217.21482849121094,219.68502747300323,216.55394680645193,216.90064571435275,9887787
214.08370971679688,217.90818751837557,212.35024441479956,217.42064814211562,12006872
214.02955627441406,216.8572877609032,213.2386535405859,214.1378951517961,14345010
212.12274169921875,214.95047328601572,211.80855894366584,214.73378105909532,8708037
213.2928009033203,215.38379873645135,211.73266347841655,212.13353172052467,8608888
209.94505310058594,214.2570558941865,208.991642104184,213.3253271365139,9288894
209.31666564941406,210.97429371409604,207.5831859130812,210.40008325238796,8762464
204.31124877929688,209.31664869254163,203.80204167928224,208.79660770666425,9650325
202.24192810058594,206.70561946323085,201.38602214880487,205.199665865074,9340350
209.5225067138672,210.61675818904376,202.44777626383885,203.73705216221944,12739366
206.00140380859375,209.31667454329204,204.9938233699903,209.31667454329204,10857430
204.5712890625,207.14982656076893,204.15960134533572,207.14982656076893,6630334
206.8464813232422,208.2332478499668,203.56371216469807,204.54962485456264,8877298
198.5474395751953,208.00569636037514,197.9948969549715,208.00569636037514,19008087
196.7381591796875,197.5940651508793,194.3654656895752,197.18236299519964,20050521
179.75015258789062,190.68186357670845,177.2474521882558,190.68186357670845,35635706
183.78050231933594,186.48906146041637,178.37424685553574,182.19871107103876,49504268
184.91807556152344,189.5551096965712,182.01450685907002,183.70463674068475,18955515
188.33082580566406,190.952698806604,185.70895280472413,187.82161864741838,26997546
189.0350341796875,191.33187582102073,187.66992117913264,189.59841070424974,10770215
185.45977783203125,189.13256689851062,185.00474009842287,189.13256689851062,20708942
181.9820098876953,185.0264192093235,180.9527615964536,185.0264192093235,21645696
184.08384704589844,185.71980757561207,182.5778931760234,184.1813520407774,19652369
185.01556396484375,186.51068373301473,182.96790150674747,185.05889951193842,11659978
181.12611389160156,184.11635393963255,178.7859216256949,184.11635393963255,16199949
180.54103088378906,182.88122264990997,179.34927446033484,181.63528233041902,10234633
183.8779754638672,184.82055260877092,178.78590367545448,181.14776348148376,12900468
189.392578125,190.4001585674475,184.2896725893102,186.5648612324831,17340694
187.86495971679688,188.62336076513685,185.37309328784568,186.56486429745576,11074406
186.5540313720703,189.83678606408114,185.52478313292207,188.94837836211948,10634833
187.18240356445312,187.58327184894227,184.59303224251795,186.72736584482607,7964072
187.86495971679688,188.51502189093662,185.39476106268572,186.7815420458562,11509788
189.0675811767578,190.10766338913294,187.47495619308776,188.97007618143584,13424811
194.01876831054688,194.90716141754305,190.0642842469671,190.34596527996413,34261453
190.27015686035156,192.4586599979373,189.82595300742656,190.68185905070663,12732187
183.72630310058594,191.74361140156037,182.9895842751388,190.68186148180067,15745524
184.25717163085938,185.65478648382367,182.01449910532168,182.66454680679405,15221260
181.44027709960938,183.7479528023893,180.87690053215917,183.7479528023893,29076982
180.76853942871094,182.2094896773973,179.56594913935103,181.9711441825383,11624639
182.17701721191406,184.23551376433852,179.00260128034913,179.84767346283888,15853471
186.84654235839844,187.3882511851364,181.68946738490803,184.39802598306673,17292020
187.3665771484375,189.37090407971954,186.0448140197395,189.37090407971954,8663393
192.41531372070312,192.84868366194448,186.74903175274474,186.95489006868033,16015412
194.59298706054688,195.12386195608983,191.9277642320159,194.0729460513524,12330294
198.0057830810547,198.92669251255052,193.06539985181988,193.86712204792647,11515191
192.65367126464844,198.24411595357785,192.03612525357676,198.24411595357785,10753149
192.27447509765625,196.1964579170952,191.0068813865872,193.726259352649,9327873
193.22789001464844,195.3622236602024,192.41531954217825,192.41531954217825,6212395
193.6287384033203,194.21378271899326,191.31021444842793,191.7760860166331,6162561
195.65475463867188,196.09895848380975,193.7045970607862,194.10546535659054,8002587
195.81723022460938,197.3990209043494,195.03717600249558,196.68396999537285,9048478
198.22244262695312,198.22244262695312,195.81724750627296,195.99058968993714,15246935
208.77496337890625,209.20831886207756,203.89956954854145,203.89956954854145,33505855
207.30152893066406,209.46836438823505,206.49979228983844,209.09999773181758,18091895
206.93313598632812,211.22347080445007,206.49976605697344,207.04147485254975,14404450
207.07400512695312,210.8443139082116,203.93209078555114,208.8724884126284,12153422
204.30043029785156,208.6666023454749,203.96456534631585,208.42825683852374,10938775
203.5853729248047,205.4705271397162,203.1195013146315,203.4228646181636,11601798
203.02200317382812,204.74464914016312,201.4943816465048,203.01116928635355,11958727
203.89956665039062,204.76630653335124,202.58862293902442,202.81614902892414,13280382
205.35133361816406,207.12813431785807,203.70453955063778,204.13789499119682,13366359
207.97323608398438,208.3416027255819,204.80965412889088,205.63304404811734,7222044
209.57666015625,210.28089166022224,208.28739882070752,208.7207687159673,11373522
206.1314239501953,211.26684592869807,205.02633845443683,209.75005822789018,10033187
202.9461669921875,206.06641338752812,202.16611262558703,205.6330434218748,10767454
206.36978149414062,206.87898868432345,203.2278672507946,203.56371777200965,8367190
208.2874298095703,209.0999858276653,200.0967650530466,202.27444873910952,17031699
199.945068359375,207.9082061294623,198.5474536494006,207.366497356246,11486238
202.1769256591797,203.3686820934482,198.15743808454164,198.27661083507493,13682323
202.44776916503906,204.11623103579066,200.37843903980746,200.64930065968883,15346549
201.0285186767578,203.4445480099674,200.6926681505844,203.26037191496908,8588142
197.61575317382812,201.79774954988338,197.1715493127983,200.99601292959164,11249222
202.54530334472656,203.40120940817698,198.75334137092136,199.1108741320855,12183206
205.16714477539062,206.4564206150376,200.5517791153499,202.3827637246091,11304265
206.66226196289062,207.5615034275395,205.02630178764704,205.8497060504887,10499517
209.68502807617188,210.53010021227826,206.07724236351615,206.49977843156933,14806176
214.22454833984375,214.93961379970938,209.80420679653648,210.4000850367789,23805828
212.1444091796875,215.05881186740126,211.07182532811376,214.3004107709424,10891864
209.55503845214844,213.30367946832263,208.51495626066583,212.02523727303722,29919205
209.29498291015625,212.09019781164028,208.28740258641267,208.8832807789928,12981379
211.90603637695312,212.28523687639364,208.9916340642138,209.37083456365434,7573628
211.74351501464844,214.289550731529,211.07179956949327,211.2451417580576,11361395
209.19747924804688,211.52683722866837,208.3199199541801,210.68176513068136,13443688
206.29391479492188,210.83344330662646,205.79554156375065,209.19746862762022,14483909
203.8779296875,206.62980970474408,202.8378474565527,205.6113952509219,7532164
198.46078491210938,204.43042983888188,197.79990338313576,202.85947293148928,9174419
205.92556762695312,206.67312031200535,199.34921002517478,199.89091885238525,18592203
206.48892211914062,207.79986573001435,204.311253156215,206.2289088528653,18155513
206.95481872558594,208.77496966760688,204.9829933598863,205.32969222133534,10563900
211.4618377685547,211.90604159922327,206.6406134175519,207.36651277418173,15718833
212.0577392578125,213.98622920957007,210.94181984758387,211.46186094411073,12097338
218.78575134277344,219.9341867743403,211.9168788500212,212.36108268774072,19369032
214.9287872314453,218.63407790552466,214.5170850533323,217.50732470766613,16016139
214.9721221923828,216.46724201546115,213.2928262873884,214.0620467410362,12331769
213.9320068359375,217.2472625818324,213.21694146484649,215.12376316846704,11579277
217.50730895996094,218.1790243822691,214.51706952212285,214.90710389759477,12919467
216.80308532714844,218.24403566657762,215.88219048364215,217.52898467250333,11901877
218.93743896484375,219.66332386434127,216.6839181277839,216.81392477286366,12885935
220.02085876464844,220.73590978408188,218.23320951936154,218.93744111606742,14913870
217.65899658203125,220.15086293148974,217.1172877638419,219.9341851900015,8151610
219.84751892089844,220.9526188928689,216.48892684629652,217.42067014539538,18483713
220.01002502441406,220.7792454803435,218.46073576088267,218.8074201514001,5416562
215.66551208496094,219.6741661777694,213.8020255761289,217.76734411891513,30170947
217.79986572265625,218.85078183585267,216.03389850415581,216.74894960945983,14946239
223.6611328125,225.00457813836778,216.77057846279516,218.33070151970546,26759864
219.5549774169922,222.7510607850581,218.42822426957886,221.2451071381122,19739943
222.26351928710938,223.81280846606384,220.30252795242174,221.0175933977657,21313199
227.8648223876953,229.85831559754763,219.06745961234898,220.1400434317524,29016443
226.53221130371094,230.85504797832004,225.58963419577407,228.60154160053855,23373377
233.3361053466797,236.13133530739333,226.91142156392294,228.1898637732999,71802356
230.04246520996094,234.23530947936928,228.1789933324697,230.51917068198614,27823189
232.5668487548828,236.07712947998945,230.89838672268309,231.79762829460677,28767318
220.3350372314453,234.87453303742072,218.43906361533644,232.93520940889573,27254669
226.13133239746094,227.47476326556642,219.73915126171534,222.9677507216408,21489315
217.66986083984375,224.2462192496826,214.51711247448506,224.2462192496826,45114225
213.26031494140625,222.26353574318838,211.63518843584404,220.48673481382508,31768619
217.58314514160156,219.06743096712333,215.39464223783318,215.39464223783318,23682648
217.53982543945312,220.74674282410305,216.68391942528197,218.8507547141282,13099564
216.5430908203125,218.8507667692877,216.02304974376474,218.43907903472584,17251028
220.34588623046875,221.40765062140753,216.0555509736724,216.90062314554362,23074633
224.35452270507812,225.35126922652623,220.58422882125657,220.79007267188388,19177163
223.2494659423828,225.74133256553765,222.2202176283278,225.34046423528596,9918809
216.93313598632812,223.79117531082235,214.6254454586069,223.24946643194602,14771279
212.65357971191406,215.3838058309592,211.266813344381,214.0836960888709,15691478
210.84429931640625,216.90061592956934,209.25167447968684,214.08371842669246,18203784
210.37841796875,212.7835987114515,208.3199216058435,212.15521880860464,20998404
208.24407958984375,213.39032037829412,207.57234969056293,210.42174865802698,12078110
207.4748077392578,209.9233380010458,205.84968164267957,206.478061419042,19603494
208.59075927734375,210.8334460793422,205.55718430549038,206.21808030331113,16883350
200.3351287841797,209.30584806431622,198.3741372735685,208.6341181051593,17114833
196.434814453125,202.36112456290016,192.43699420019152,202.36112456290016,29319458
205.14552307128906,206.14226974552287,198.91586358956314,198.91586358956314,19283523
201.6352081298828,207.58317062133858,200.8659732990459,206.0880509679011,13024856
206.41310119628906,207.46401715930583,198.5691356135171,202.62112504829437,15442221
203.70455932617188,209.90171630139076,202.81615165784507,208.65577589542633,14433087
204.6254425048828,206.4455932858489,203.10865500890037,203.68287991952667,10235503
208.51492309570312,209.81503286050489,204.5712727200524,204.5712727200524,12770834
205.77389526367188,209.576690979438,204.27877541414327,208.6882832867176,18989787
206.42391967773438,207.70234717127636,204.1162296074199,204.74462393251764,15186204
204.5712890625,207.26901378546972,203.86707192393416,206.75980661819221,24826958
205.92556762695312,207.74571854364044,204.6146238757118,206.49977811592808,8349402
209.45753479003906,215.5138518788519,202.59948104398057,206.13142985510305,31032353
212.63189697265625,213.44446731232452,209.02411185772638,209.03494574320285,16453192
217.0089569091797,217.92986627345962,213.9212121921017,215.14547040567058,20105967
219.4683380126953,220.58425743452216,216.14223305930534,218.8507774517691,15880459
218.07070922851562,219.93419575268635,217.44232928355206,219.7175035363224,8987660
222.53439331054688,223.3794509778336,218.30904711623754,218.30904711623754,13222993
225.7196502685547,226.19635578599065,220.71424956771168,221.01761288406888,11854901
219.22996520996094,226.6297274406501,218.6340869248464,225.79548916280805,20706353
219.8258514404297,223.0869529916606,218.98079370886538,219.91253700921706,15319044
220.9634552001953,222.40439125225063,219.49000301923869,220.8226001898568,11880095
221.12594604492188,222.71857086958101,219.95585728894147,221.88433261951093,10487788
221.39678955078125,222.2743633354288,217.8648555669135,221.2342812441683,11064129
