Date,ret_1,ret_5,ret_10,vol_5,vol_chg_1,vol_ratio_5,y
2015-01-15 00:00:00+00:00,0.03509166661069729,0.02636405763963845,-0.026635817511386883,0.02153867220095521,0.4874362051946912,1.3706422043903506,1
2015-01-16 00:00:00+00:00,0.0063058630142911465,0.010926501015515289,-0.017898445832095433,0.019649974606633595,0.13055277976095714,1.4177016629879349,1
2015-01-19 00:00:00+00:00,0.011440840986710832,0.0345169847966984,0.004338890157570274,0.018210545647962734,-0.30292168093756566,0.9429832529373022,1
2015-01-20 00:00:00+00:00,0.026601407606686278,0.07104269445455946,0.0800742474647207,0.01755194162784076,0.0016010540359860936,0.9010218588022171,1
2015-01-21 00:00:00+00:00,0.004097459295793859,0.08599299711422015,0.06139550505498059,0.013516766120194985,0.2786384129711734,1.0697793866964462,0
2015-01-22 00:00:00+00:00,-0.02536572292928796,0.022562574686788794,0.04952147334596835,0.01892065560042109,0.3885047186899173,1.3689107572836205,1
2015-01-23 00:00:00+00:00,0.0035645599928506577,0.019776986349655967,0.030919580626604715,0.018899150823052588,-0.23780548442145222,1.0562553965114145,1
2015-01-27 00:00:00+00:00,0.002424312040205434,0.01068614450918659,0.045571982793443766,0.0184444417548006,-0.007777331747683469,0.994586462837347,1
2015-01-28 00:00:00+00:00,0.020021456441374097,0.004208201438923309,0.07554985786251156,0.016394768460241526,0.07571122565172694,1.003809749905383,1
2015-01-29 00:00:00+00:00,0.024866159009641065,0.024979191737509288,0.11312022441472847,0.01969154664335053,0.8715627102859624,1.5681812490022384,0
2015-01-30 00:00:00+00:00,-0.015224735682719759,0.03564401356447,0.059010808969443884,0.01593228682616809,-0.3978899736369913,0.9606924452843825,0
2015-02-02 00:00:00+00:00,-0.007866638346019639,0.023847411134025887,0.044096027408154104,0.017330691015254154,-0.11238853015668837,0.8436118173195082,1
2015-02-03 00:00:00+00:00,0.03254204456036347,0.054608798402488556,0.06587850042287702,0.021102819461299507,-0.11451122666195579,0.7525841307897049,0
