Date,Close,High,Low,Open,Volume,ret_fwd_1,y
2015-05-19 00:00:00+00:00,194.0513,196.0448,192.112,193.1196,14513036,0.014851227484690912,1
2015-05-20 00:00:00+00:00,196.9332,197.399,194.5171,195.1022,8708891,-0.013313651532600957,0
2015-05-21 00:00:00+00:00,194.3113,198.3525,193.7371,197.4532,10759523,0.00791770730780968,1
2015-05-22 00:00:00+00:00,195.8498,196.229,194.3655,194.3655,8349048,-0.010345172678246214,0
2015-05-25 00:00:00+00:00,193.8237,196.749,193.3579,195.0155,6617337,-0.0110672740227331,0
2015-05-26 00:00:00+00:00,191.6786,194.1488,191.2669,193.9321,9510249,0.0007914289858127369,1
2015-05-27 00:00:00+00:00,191.8303,193.0437,190.7252,191.982,8078236,-0.010730838663130803,0
2015-05-28 00:00:00+00:00,189.7718,193.7696,188.9484,191.9494,26538868,0.0013700665746965086,1
2015-05-29 00:00:00+00:00,190.0318,192.0795,189.1867,190.6602,29277517,0.028791497002080627,1
2015-06-01 00:00:00+00:00,195.5031,196.0773,190.2485,190.6819,19594976,-0.003990218057923256,0
2015-06-02 00:00:00+00:00,194.723,199.0892,193.1629,196.2615,20178960,-0.002559533285744384,0
2015-06-03 00:00:00+00:00,194.2246,197.2799,192.5237,194.7988,15546279,0.01824073778501796,1
2015-06-04 00:00:00+00:00,197.7674,198.5258,193.4012,195.9256,15931395,-0.005423543010627751,0
2015-06-05 00:00:00+00:00,196.6948,198.6883,195.9797,197.1607,13066337,-0.024566485743395337,0
2015-06-08 00:00:00+00:00,191.8627,197.1823,191.3535,196.4889,10846953,-0.0019758921353655195,0
2015-06-09 00:00:00+00:00,191.4836,192.9895,190.1076,191.4511,9153355,0.02500840803076611,1
2015-06-10 00:00:00+00:00,196.2723,197.1607,191.7653,191.982,13509379,-0.03162952693783075,0
2015-06-11 00:00:00+00:00,190.0643,197.074,189.3059,196.3156,14676438,0.014478784285107757,1
2015-06-12 00:00:00+00:00,192.8162,193.4337,190.3027,190.4652,21543824,0.01337283900419151,1
2015-06-15 00:00:00+00:00,195.3947,196.0989,192.8487,193.9104,12858570,0.0024396772276832172,1
2015-06-16 00:00:00+00:00,195.8714,196.099,193.5421,194.7989,13929305,0.030145799744117924,1
2015-06-17 00:00:00+00:00,201.7761,204.1921,193.7154,196.1098,26232634,0.05127762901552758,1
2015-06-18 00:00:00+00:00,212.1227,212.7836,202.0578,202.0686,49366799,0.018080573177693803,1
2015-06-19 00:00:00+00:00,215.958,218.0707,212.892,212.892,45710935,-0.00496670648922473,0
2015-06-22 00:00:00+00:00,214.8854,218.5691,213.7587,216.023,19394187,0.0033278203172482017,1
2015-06-23 00:00:00+00:00,215.6005,217.269,214.7338,215.0913,16007498,-0.004120584135936691,0
2015-06-24 00:00:00+00:00,214.7121,218.0815,213.7912,215.6005,18603004,0.013775190126686,1
2015-06-25 00:00:00+00:00,217.6698,218.6341,213.4337,213.867,27175118,-0.003832410375715923,0
2015-06-26 00:00:00+00:00,216.8356,219.7392,215.6872,216.6623,20966796,-0.009842940919295521,0
2015-06-29 00:00:00+00:00,214.7013,215.3513,210.6168,214.062,20168946,0.009335295128627543,1
2015-06-30 00:00:00+00:00,216.7056,217.3015,214.0837,214.4954,23184864,0.005549464342407348,1
2015-07-01 00:00:00+00:00,217.9082,218.9483,216.9006,216.9006,14824266,0.005170984845912191,1
2015-07-02 00:00:00+00:00,219.035,220.9634,218.2224,218.6341,15931202,-0.0036112949985162043,0
2015-07-03 00:00:00+00:00,218.244,219.6742,217.3448,218.7966,13831096,0.008290262275251587,1
2015-07-06 00:00:00+00:00,220.0533,220.7792,215.6438,215.8388,12237733,-0.012111156706125267,0
2015-07-07 00:00:00+00:00,217.3882,220.2809,216.6839,219.0674,11294999,-0.006628694657759724,0
2015-07-08 00:00:00+00:00,215.9472,218.5691,214.8746,215.7847,15190654,-0.00923142323679127,0
2015-07-09 00:00:00+00:00,213.9537,216.9006,213.0328,215.8172,16245867,0.014583529053248489,1
2015-07-10 00:00:00+00:00,217.0739,217.5506,214.5712,214.7554,16110573,0.005190858965541241,1
2015-07-13 00:00:00+00:00,218.2007,219.3925,215.633,217.0739,9860248,-0.009136084348033766,0
2015-07-14 00:00:00+00:00,216.2072,219.1758,215.6438,218.6124,9942927,0.01337929541661883,1
2015-07-15 00:00:00+00:00,219.0999,219.8041,216.5864,216.6297,13532911,0.012411689827334507,1
2015-07-16 00:00:00+00:00,221.8193,222.7077,219.1,219.2841,14854295,-0.001953842609727855,0
2015-07-17 00:00:00+00:00,221.3859,223.4336,220.5842,222.1552,10195142,0.002985284970723059,1
2015-07-20 00:00:00+00:00,222.0468,223.1736,220.5626,222.7077,6348354,-0.016540657194789546,0
2015-07-21 00:00:00+00:00,218.374,222.8486,217.2798,222.7511,7923338,0.04227059997985116,1
2015-07-22 00:00:00+00:00,227.6048,228.374,217.6807,217.7673,17309440,-0.004855345757207323,0
2015-07-23 00:00:00+00:00,226.4997,231.3859,225.6113,228.2765,18642915,-0.019372211089021305,0
2015-07-24 00:00:00+00:00,222.1119,227.4423,221.256,227.0848,13099664,-0.01921869111920611,0
2015-07-27 00:00:00+00:00,217.8432,223.1628,217.0631,222.0794,20118553,0.004873688965274114,1
2015-07-28 00:00:00+00:00,218.9049,220.3025,216.7056,218.4824,13382878,-0.01410521189795196,0
2015-07-29 00:00:00+00:00,215.8172,219.4358,214.9721,218.7424,14790821,0.00416648904721208,1
2015-07-30 00:00:00+00:00,216.7164,218.4174,215.0155,216.7056,11701228,0.0016999174958609883,1
2015-07-31 00:00:00+00:00,217.0848,218.3957,214.5171,216.6839,16634259,0.0005988443225872813,1
2015-08-03 00:00:00+00:00,217.2148,219.685,216.5539,216.9006,9887787,-0.014414763634890457,0
2015-08-04 00:00:00+00:00,214.0837,217.9082,212.3503,217.4207,12006872,-0.00025317200702332904,0
2015-08-05 00:00:00+00:00,214.0295,216.8573,213.2386,214.1379,14345010,-0.008909052256815084,0
2015-08-06 00:00:00+00:00,212.1227,214.9505,211.8085,214.7338,8708037,0.005516147022454413,1
2015-08-07 00:00:00+00:00,213.2928,215.3838,211.7327,212.1336,8608888,-0.01569532586191378,0
2015-08-10 00:00:00+00:00,209.9451,214.2571,208.9916,213.3253,9288894,-0.00299316345082595,0
2015-08-11 00:00:00+00:00,209.3167,210.9743,207.5832,210.4001,8762464,-0.02391304659398896,0
2015-08-12 00:00:00+00:00,204.3113,209.3167,203.8021,208.7966,9650325,-0.010128661508198527,0
2015-08-13 00:00:00+00:00,202.2419,206.7056,201.386,205.1997,9340350,0.035999464008200185,1
2015-08-14 00:00:00+00:00,209.5225,210.6168,202.4478,203.7371,12739366,-0.016805355033469044,0
2015-08-17 00:00:00+00:00,206.0014,209.3167,204.9938,209.3167,10857430,-0.006942185829804951,0
2015-08-18 00:00:00+00:00,204.5713,207.1498,204.1596,207.1498,6630334,0.011121794699451897,1
2015-08-19 00:00:00+00:00,206.8465,208.2332,203.5637,204.5496,8877298,-0.040121539402406994,0
2015-08-20 00:00:00+00:00,198.5475,208.0057,197.9949,208.0057,19008087,-0.009112680844634192,0
2015-08-21 00:00:00+00:00,196.7382,197.5941,194.3655,197.1824,20050521,-0.08634825366908917,0
2015-08-24 00:00:00+00:00,179.7502,190.6819,177.2475,190.6819,35635706,0.02242111552587969,1
2015-08-25 00:00:00+00:00,183.7804,186.489,178.3742,182.1987,49504268,0.006190540449362521,1
2015-08-26 00:00:00+00:00,184.9181,189.5551,182.0145,183.7046,18955515,0.01845519719270315,1
2015-08-27 00:00:00+00:00,188.3308,190.9527,185.709,187.8216,26997546,0.0037396963215787817,1
2015-08-28 00:00:00+00:00,189.0351,191.3319,187.67,189.5985,10770215,-0.0189134187248823,0
2015-08-31 00:00:00+00:00,185.4598,189.1326,185.0047,189.1326,20708942,-0.018752311821753295,0
2015-09-01 00:00:00+00:00,181.982,185.0264,180.9527,185.0264,21645696,0.011549493905990688,1
2015-09-02 00:00:00+00:00,184.0838,185.7198,182.5779,184.1814,19652369,0.005061825103567015,1
2015-09-03 00:00:00+00:00,185.0156,186.5107,182.9679,185.0589,11659978,-0.02102255161186407,0
2015-09-04 00:00:00+00:00,181.1261,184.1163,178.7859,184.1163,16199949,-0.0032297940495599913,0
2015-09-07 00:00:00+00:00,180.5411,182.8813,179.3493,181.6353,10234633,0.018482772066858937,1
2015-09-08 00:00:00+00:00,183.878,184.8205,178.7859,181.1477,12900468,0.029990537204015715,1
2015-09-09 00:00:00+00:00,189.3926,190.4002,184.2897,186.5649,17340694,-0.008065785041231698,0
2015-09-10 00:00:00+00:00,187.865,188.6234,185.3731,186.5649,11074406,-0.006978415351449216,0
2015-09-11 00:00:00+00:00,186.554,189.8368,185.5248,188.9484,10634833,0.0033684616786560416,1
2015-09-14 00:00:00+00:00,187.1824,187.5833,184.593,186.7274,7964072,0.003646710374479694,1
2015-09-15 00:00:00+00:00,187.865,188.515,185.3948,186.7815,11509788,0.006401405264418543,1
2015-09-16 00:00:00+00:00,189.0676,190.1077,187.475,188.9701,13424811,0.026187458877142356,1
2015-09-18 00:00:00+00:00,194.0188,194.9072,190.0643,190.346,34261453,-0.019321323500609142,0
2015-09-21 00:00:00+00:00,190.2701,192.4586,189.8259,190.6818,12732187,-0.03439216145889451,0
2015-09-22 00:00:00+00:00,183.7263,191.7436,182.9896,190.6818,15745524,0.0028896244032563796,1
2015-09-23 00:00:00+00:00,184.2572,185.6548,182.0145,182.6645,15221260,-0.0152878693478464,0
2015-09-24 00:00:00+00:00,181.4403,183.748,180.8769,183.748,29076982,-0.003702595288918828,0
2015-09-28 00:00:00+00:00,180.7685,182.2095,179.5659,181.9711,11624639,0.007791733626157232,1
2015-09-29 00:00:00+00:00,182.177,184.2355,179.0026,179.8477,15853471,0.025632214824044763,1
2015-09-30 00:00:00+00:00,186.8466,187.3883,181.6895,184.398,17292020,0.0027830316419994276,1
2015-10-01 00:00:00+00:00,187.3666,189.3709,186.0448,189.3709,8663393,0.026945570875492198,1
2015-10-05 00:00:00+00:00,192.4153,192.8487,186.749,186.9549,16015412,0.011317707063835294,1
2015-10-06 00:00:00+00:00,194.593,195.1239,191.9278,194.073,12330294,0.017538143715344356,1
2015-10-07 00:00:00+00:00,198.0058,198.9267,193.0654,193.8671,11515191,-0.027030016292452077,0
2015-10-08 00:00:00+00:00,192.6537,198.2441,192.0362,198.2441,10753149,-0.0019682985585015877,0
2015-10-09 00:00:00+00:00,192.2745,196.1964,191.0069,193.7262,9327873,0.004958535843286636,1
2015-10-12 00:00:00+00:00,193.2279,195.3623,192.4153,192.4153,6212395,0.0020747521450060116,1
2015-10-13 00:00:00+00:00,193.6288,194.2138,191.3102,191.7761,6162561,0.010463319506189069,1
2015-10-14 00:00:00+00:00,195.6548,196.099,193.7046,194.1055,8002587,0.0008300333035530916,1
2015-10-15 00:00:00+00:00,195.8172,197.399,195.0372,196.684,9048478,0.012283394921385775,1
2015-10-16 00:00:00+00:00,198.2225,198.2225,195.8173,195.9906,15246935,0.05323563167652516,1
2015-10-19 00:00:00+00:00,208.775,209.2083,203.8996,203.8996,33505855,-0.007057837384744348,0
2015-10-20 00:00:00+00:00,207.3015,209.4683,206.4998,209.1,18091895,-0.0017771217284969394,0
2015-10-21 00:00:00+00:00,206.9331,211.2235,206.4998,207.0415,14404450,0.0006808963863201017,1
2015-10-23 00:00:00+00:00,207.074,210.8443,203.9321,208.8725,12153422,-0.013394245535412538,0
2015-10-26 00:00:00+00:00,204.3004,208.6666,203.9646,208.4283,10938775,-0.0034997484096947603,0
2015-10-27 00:00:00+00:00,203.5854,205.4705,203.1195,203.4229,11601798,-0.002767389017090624,0
2015-10-28 00:00:00+00:00,203.022,204.7446,201.4944,203.0112,11958727,0.004322684241116732,1
2015-10-29 00:00:00+00:00,203.8996,204.7663,202.5886,202.8161,13280382,0.00712017090764288,1
2015-10-30 00:00:00+00:00,205.3514,207.1282,203.7046,204.1379,13366359,0.012767383129601156,1
2015-11-02 00:00:00+00:00,207.9732,208.3416,204.8097,205.633,7222044,0.007710128035727666,1
2015-11-03 00:00:00+00:00,209.5767,210.2809,208.2874,208.7208,11373522,-0.01643932746340588,0
2015-11-04 00:00:00+00:00,206.1314,211.2668,205.0263,209.75,10033187,-0.015452279468339169,0
2015-11-05 00:00:00+00:00,202.9462,206.0664,202.1661,205.633,10767454,0.016869495462344175,1
2015-11-06 00:00:00+00:00,206.3698,206.879,203.2279,203.5637,8367190,0.00929205726806923,1
2015-11-09 00:00:00+00:00,208.2874,209.1,200.0967,202.2744,17031699,-0.0400518706364379,0
2015-11-10 00:00:00+00:00,199.9451,207.9082,198.5475,207.3665,11486238,0.011162063986564276,1
2015-11-13 00:00:00+00:00,202.1769,203.3687,198.1575,198.2766,13682323,0.001339915687697317,1
2015-11-16 00:00:00+00:00,202.4478,204.1162,200.3785,200.6493,15346549,-0.007010696090547749,0
2015-11-17 00:00:00+00:00,201.0285,203.4445,200.6926,203.2603,8588142,-0.01697669733396013,0
2015-11-18 00:00:00+00:00,197.6157,201.7977,197.1715,200.996,11249222,0.024945386424256744,1
2015-11-19 00:00:00+00:00,202.5453,203.4012,198.7533,199.1108,12183206,0.012944758530560872,1
2015-11-20 00:00:00+00:00,205.1672,206.4564,200.5518,202.3828,11304265,0.007287227198109539,1
2015-11-23 00:00:00+00:00,206.6623,207.5615,205.0263,205.8497,10499517,0.014626276781009476,1
2015-11-24 00:00:00+00:00,209.685,210.5301,206.0772,206.4998,14806176,0.021649140377232534,1
2015-11-26 00:00:00+00:00,214.2245,214.9396,209.8042,210.4001,23805828,-0.009709907130136915,0
2015-11-27 00:00:00+00:00,212.1444,215.0588,211.0718,214.3004,10891864,-0.012205837156201077,0
2015-11-30 00:00:00+00:00,209.555,213.3036,208.5149,212.0252,29919205,-0.0012407243921644404,0
2015-12-01 00:00:00+00:00,209.295,212.0902,208.2874,208.8833,12981379,0.012475214410282227,1
2015-12-02 00:00:00+00:00,211.906,212.2852,208.9916,209.3708,7573628,-0.0007668494521155338,0
2015-12-03 00:00:00+00:00,211.7435,214.2896,211.0718,211.2452,11361395,-0.01202398184595995,0
2015-12-04 00:00:00+00:00,209.1975,211.5269,208.3199,210.6818,13443688,-0.013879706975465688,0
2015-12-07 00:00:00+00:00,206.2939,210.8335,205.7956,209.1975,14483909,-0.011711446630268742,0
2015-12-08 00:00:00+00:00,203.8779,206.6297,202.8378,205.6113,7532164,-0.02657031487964122,0
2015-12-09 00:00:00+00:00,198.4608,204.4304,197.7999,202.8595,9174419,0.03761347329044323,1
2015-12-10 00:00:00+00:00,205.9256,206.6731,199.3492,199.8909,18592203,0.0027359395820626548,1
2015-12-11 00:00:00+00:00,206.489,207.7999,204.3113,206.2289,18155513,0.0022558102368649253,1
2015-12-14 00:00:00+00:00,206.9548,208.775,204.983,205.3297,10563900,0.02177818538154229,1
2015-12-15 00:00:00+00:00,211.4619,211.9061,206.6406,207.3665,15718833,0.002817528831434868,1
2015-12-16 00:00:00+00:00,212.0577,213.9862,210.9418,211.4618,12097338,0.03172721386679182,1
2015-12-17 00:00:00+00:00,218.7857,219.9342,211.9169,212.3611,19369032,-0.01762866585887467,0
2015-12-18 00:00:00+00:00,214.9288,218.6341,214.5171,217.5073,16016139,0.00020146206557714147,1
2015-12-21 00:00:00+00:00,214.9721,216.4673,213.2928,214.0621,12331769,-0.004837837096069771,0
2015-12-22 00:00:00+00:00,213.9321,217.2473,213.217,215.1238,11579277,0.016711844552547258,1
2015-12-23 00:00:00+00:00,217.5073,218.179,214.5171,214.9071,12919467,-0.003237592485401575,0
2015-12-24 00:00:00+00:00,216.8031,218.2441,215.8822,217.529,11901877,0.009844877679332073,1
2015-12-28 00:00:00+00:00,218.9375,219.6633,216.6839,216.8139,12885935,0.0049479874393377485,1
2015-12-29 00:00:00+00:00,220.0208,220.7359,218.2332,218.9374,14913870,-0.010734439652978338,0
2015-12-30 00:00:00+00:00,217.659,220.1509,217.1173,219.9342,8151610,0.01005471861949198,1
2015-12-31 00:00:00+00:00,219.8475,220.9526,216.4889,217.4207,18483713,0.0007391487280955859,1
2016-01-01 00:00:00+00:00,220.01,220.7793,218.4608,218.8074,5416562,-0.019746829689559486,0
2016-01-04 00:00:00+00:00,215.6655,219.6741,213.802,217.7673,30170947,0.009896807787986486,1
2016-01-05 00:00:00+00:00,217.7999,218.8508,216.0339,216.7489,14946239,0.02691093981218539,1
2016-01-06 00:00:00+00:00,223.6611,225.0046,216.7706,218.3307,26759864,-0.018358579118138995,0
2016-01-07 00:00:00+00:00,219.555,222.7511,218.4282,221.2451,19739943,0.012336316640477268,1
2016-01-08 00:00:00+00:00,222.2635,223.8128,220.3026,221.0176,21313199,0.025201168882880046,1
2016-01-11 00:00:00+00:00,227.8648,229.8583,219.0675,220.14,29016443,-0.005848204724907109,0
2016-01-12 00:00:00+00:00,226.5322,230.8551,225.5896,228.6016,23373377,0.030035023718482403,1
2016-01-13 00:00:00+00:00,233.3361,236.1313,226.9114,228.1899,71802356,-0.014115261204759992,0
2016-01-14 00:00:00+00:00,230.0425,234.2353,228.179,230.5192,27823189,0.010973189736679139,1
2016-01-15 00:00:00+00:00,232.5668,236.0771,230.8984,231.7976,28767318,-0.05259478137034174,0
2016-01-18 00:00:00+00:00,220.335,234.8745,218.4391,232.9352,27254669,0.026306760160664452,1
2016-01-19 00:00:00+00:00,226.1313,227.4748,219.7392,222.9678,21489315,-0.03741852631634807,0
2016-01-20 00:00:00+00:00,217.6698,224.2462,214.5171,224.2462,45114225,-0.020257748203930948,0
2016-01-21 00:00:00+00:00,213.2603,222.2635,211.6352,220.4867,31768619,0.020270533240364024,1
2016-01-22 00:00:00+00:00,217.5832,219.0674,215.3947,215.3947,23682648,-0.00019946392920037586,0
2016-01-25 00:00:00+00:00,217.5398,220.7467,216.6839,218.8507,13099564,-0.0045816903389632796,0
2016-01-27 00:00:00+00:00,216.5431,218.8508,216.023,218.4391,17251028,0.0175614000169019,1
2016-01-28 00:00:00+00:00,220.3459,221.4076,216.0555,216.9006,23074633,0.01819230582461485,1
2016-01-29 00:00:00+00:00,224.3545,225.3513,220.5842,220.7901,19177163,-0.004925686803696797,0
